source ID,source name,source ref,source type,mapping type,target ID,target name,target ref,target type,mapping description,STIX ID,created,last modified,ID_group,name_group,ID_technique,name_technique
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1573.001,Symmetric Cryptography,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,technique,[Darkhotel](https://attack.mitre.org/groups/G0012) has used AES-256 and 3DES for C2 communications.(Citation: Microsoft DUBNIUM July 2016),relationship--1e05bf60-ac1b-4497-a9bc-55eff65cf927,5-Apr-21,5-Apr-21,G0012,Darkhotel,T1573.001,Encrypted Channel: Symmetric Cryptography
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1497.001,System Checks,attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,technique,"[Darkhotel](https://attack.mitre.org/groups/G0012) malware has used a series of checks to determine if it's being analyzed; checks include the length of executable names, if a filename ends with <code>.Md5.exe</code>, and if the program is executed from the root of the C:\ drive, as well as checks for sandbox-related libraries.(Citation: Lastline DarkHotel Just In Time Decryption Nov 2015)(Citation: Microsoft DUBNIUM June 2016)",relationship--8395d178-d5e8-494f-8612-3c2542b2f8c9,5-Apr-21,22-Apr-21,G0012,Darkhotel,T1497.001,Virtualization/Sandbox Evasion: System Checks
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1082,System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,technique,"[Darkhotel](https://attack.mitre.org/groups/G0012) has collected the hostname, OS version, service pack version, and the processor architecture from the victim’s machine.(Citation: Securelist Darkhotel Aug 2015)(Citation: Microsoft DUBNIUM July 2016)",relationship--2c44970b-616d-401e-b9ed-72ac39ca5709,30-Jan-19,5-Apr-21,G0012,Darkhotel,T1082,System Information Discovery
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1016,System Network Configuration Discovery,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,technique,[Darkhotel](https://attack.mitre.org/groups/G0012) has collected the IP address and network adapter information from the victim’s machine.(Citation: Securelist Darkhotel Aug 2015)(Citation: Microsoft DUBNIUM July 2016),relationship--ba18af0c-8b4d-4be0-9b62-f29207856ea9,30-Jan-19,5-Apr-21,G0012,Darkhotel,T1016,System Network Configuration Discovery
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1124,System Time Discovery,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,technique,[Darkhotel](https://attack.mitre.org/groups/G0012) malware can obtain system time from a compromised host.(Citation: Lastline DarkHotel Just In Time Decryption Nov 2015),relationship--9158696f-fdc6-4869-a395-5d94c7c13d26,5-Apr-21,22-Apr-21,G0012,Darkhotel,T1124,System Time Discovery
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1080,Taint Shared Content,attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c,technique,[Darkhotel](https://attack.mitre.org/groups/G0012) used a virus that propagates by infecting executables stored on shared drives.(Citation: Kaspersky Darkhotel),relationship--27b05a62-5310-40d9-9e49-b4dce3afad55,31-May-17,16-Mar-20,G0012,Darkhotel,T1080,Taint Shared Content
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1497.002,User Activity Based Checks,attack-pattern--91541e7e-b969-40c6-bbd8-1b5352ec2938,technique,[Darkhotel](https://attack.mitre.org/groups/G0012) has used malware that repeatedly checks the mouse cursor position to determine if a real user is on the system.(Citation: Lastline DarkHotel Just In Time Decryption Nov 2015),relationship--118b2047-826a-4ab0-94b8-69d35a4c8592,22-Apr-21,22-Apr-21,G0012,Darkhotel,T1497.002,Virtualization/Sandbox Evasion: User Activity Based Checks
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1497,Virtualization/Sandbox Evasion,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d,technique,[Darkhotel](https://attack.mitre.org/groups/G0012) malware has employed just-in-time decryption of strings to evade sandbox detection.(Citation: Lastline DarkHotel Just In Time Decryption Nov 2015),relationship--7cc93842-6c19-4d5c-8e9b-81dfa58e859e,5-Apr-21,22-Apr-21,G0012,Darkhotel,T1497,Virtualization/Sandbox Evasion
G0012,Darkhotel,intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,[Darkhotel](https://attack.mitre.org/groups/G0012) has dropped an mspaint.lnk shortcut to disk which launches a shell script that downloads and executes a file.(Citation: Securelist Darkhotel Aug 2015),relationship--c4995d4f-2b7e-439f-afb1-a4c9218c7a08,30-Jan-19,16-Mar-20,G0012,Darkhotel,T1059.003,Command and Scripting Interpreter: Windows Command Shell
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1546.008,Accessibility Features,attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5,technique,[Deep Panda](https://attack.mitre.org/groups/G0009) has used the sticky-keys technique to bypass the RDP login screen on remote systems during intrusions.(Citation: RSA Shell Crew),relationship--ab069468-3dff-4c77-9293-adb0b2627a4e,31-May-17,17-Apr-20,G0009,Deep Panda,T1546.008,Event Triggered Execution: Accessibility Features
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1564.003,Hidden Window,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0,technique,[Deep Panda](https://attack.mitre.org/groups/G0009) has used <code>-w hidden</code> to conceal [PowerShell](https://attack.mitre.org/techniques/T1059/001) windows by setting the WindowStyle parameter to hidden. (Citation: Alperovitch 2014),relationship--673bf715-0ccc-48fd-93b5-570b417cc41a,11-Oct-19,20-Jul-22,G0009,Deep Panda,T1564.003,Hide Artifacts: Hidden Window
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1027.005,Indicator Removal from Tools,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92,technique,"[Deep Panda](https://attack.mitre.org/groups/G0009) has updated and modified its malware, resulting in different hash values that evade detection.(Citation: Symantec Black Vine)",relationship--4d68b3eb-9689-4a6d-b6ab-367fbc5ddade,31-May-17,20-Jul-22,G0009,Deep Panda,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,"[Deep Panda](https://attack.mitre.org/groups/G0009) has used PowerShell scripts to download and execute programs in memory, without writing to disk.(Citation: Alperovitch 2014)",relationship--6fdc3210-9754-4157-b386-8fcd680e732c,31-May-17,20-Jul-22,G0009,Deep Panda,T1059.001,Command and Scripting Interpreter: PowerShell
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1057,Process Discovery,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,technique,[Deep Panda](https://attack.mitre.org/groups/G0009) uses the Microsoft [Tasklist](https://attack.mitre.org/software/S0057) utility to list processes running on systems.(Citation: Alperovitch 2014),relationship--1fbf92c8-747b-4c0f-ab33-ce63cbff8197,31-May-17,20-Jul-22,G0009,Deep Panda,T1057,Process Discovery
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1218.010,Regsvr32,attack-pattern--b97f1d35-4249-4486-a6b5-ee60ccf24fab,technique,[Deep Panda](https://attack.mitre.org/groups/G0009) has used regsvr32.exe to execute a server variant of [Derusbi](https://attack.mitre.org/software/S0021) in victim networks.(Citation: RSA Shell Crew),relationship--4fab8d06-e6fb-472f-91ee-f2fd29ef444e,31-May-17,17-Apr-20,G0009,Deep Panda,T1218.010,System Binary Proxy Execution: Regsvr32
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1018,Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,technique,[Deep Panda](https://attack.mitre.org/groups/G0009) has used ping to identify other machines of interest.(Citation: Alperovitch 2014),relationship--280bb6ec-0d7f-4a42-a3f2-7a3b43886126,17-Oct-18,20-Jul-22,G0009,Deep Panda,T1018,Remote System Discovery
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1021.002,SMB/Windows Admin Shares,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,technique,[Deep Panda](https://attack.mitre.org/groups/G0009) uses net.exe to connect to network shares using <code>net use</code> commands with compromised credentials.(Citation: Alperovitch 2014),relationship--f43ab4db-5dea-4a1f-977a-f5d779330193,31-May-17,20-Jul-22,G0009,Deep Panda,T1021.002,Remote Services: SMB/Windows Admin Shares
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1505.003,Web Shell,attack-pattern--5d0d3609-d06d-49e1-b9c9-b544e0c618cb,technique,[Deep Panda](https://attack.mitre.org/groups/G0009) uses Web shells on publicly accessible Web servers to access victim networks.(Citation: CrowdStrike Deep Panda Web Shells),relationship--44f230bb-b59a-4f30-8203-5e5ffd9796f5,31-May-17,10-Jan-20,G0009,Deep Panda,T1505.003,Server Software Component: Web Shell
G0009,Deep Panda,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,group,uses,T1047,Windows Management Instrumentation,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,technique,The [Deep Panda](https://attack.mitre.org/groups/G0009) group is known to utilize WMI for lateral movement.(Citation: Alperovitch 2014),relationship--d295beee-439c-44f9-9908-4cb194331de9,31-May-17,20-Jul-22,G0009,Deep Panda,T1047,Windows Management Instrumentation
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1098,Account Manipulation,attack-pattern--a10641f4-87b4-45a3-a906-92a149cb2c27,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has added newly created accounts to the administrators group to maintain elevated access.(Citation: US-CERT TA18-074A),relationship--a8ad10f7-be41-4fb7-805b-f3b227e56b26,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1098,Account Manipulation
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1560,Archive Collected Data,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has compressed data into .zip files prior to exfiltration.(Citation: US-CERT TA18-074A),relationship--0082e86b-a7b7-496b-af03-88785b6c8fbb,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1560,Archive Collected Data
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1110,Brute Force,attack-pattern--a93494bb-4b80-4ea1-8695-3236a49916fd,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has attempted to brute force credentials to gain access.(Citation: CISA AA20-296A Berserk Bear December 2020),relationship--d9bdae16-d3b3-4260-b1ef-2624cf4e836c,10-Dec-21,10-Dec-21,G0035,Dragonfly,T1110,Brute Force
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1591.002,Business Relationships,attack-pattern--6ee2dc99-91ad-4534-a7d8-a649358c331f,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has collected open source information to identify relationships between organizations for targeting purposes.(Citation: Gigamon Berserk Bear October 2021),relationship--16d72046-2569-4517-9a8f-c9f4377df7ab,8-Dec-21,8-Dec-21,G0035,Dragonfly,T1591.002,Gather Victim Org Information: Business Relationships
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1070.001,Clear Windows Event Logs,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2,technique,"[Dragonfly](https://attack.mitre.org/groups/G0035) has cleared Windows event logs and other logs produced by tools they used, including system, security, terminal services, remote services, and audit logs. The actors also deleted specific Registry keys.(Citation: US-CERT TA18-074A)",relationship--6a8f9492-678f-42c7-8f61-a335c78ee85c,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1070.001,Indicator Removal: Clear Windows Event Logs
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1059,Command and Scripting Interpreter,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used the command line for execution.(Citation: US-CERT TA18-074A),relationship--769a2214-5e04-4290-a172-b770f8bb223e,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1059,Command and Scripting Interpreter
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1195.002,Compromise Software Supply Chain,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has placed trojanized installers for control system software on legitimate vendor app stores.(Citation: Secureworks IRON LIBERTY July 2019)(Citation: Gigamon Berserk Bear October 2021),relationship--9c3ada08-1908-4458-a454-d91fda25ad04,12-Aug-20,7-Dec-21,G0035,Dragonfly,T1195.002,Supply Chain Compromise: Compromise Software Supply Chain
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has collected data from local victim systems.(Citation: US-CERT TA18-074A),relationship--6f54be53-193e-49c0-aa8e-2b24caf436fd,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1005,Data from Local System
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1562.004,Disable or Modify System Firewall,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has disabled host-based firewalls. The group has also globally opened port 3389.(Citation: US-CERT TA18-074A),relationship--478e9268-e91a-4777-a4ee-644be4cd9fd0,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1562.004,Impair Defenses: Disable or Modify System Firewall
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1087.002,Domain Account,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used batch scripts to enumerate users on a victim domain controller.(Citation: US-CERT TA18-074A),relationship--fa6f9dc7-e984-411a-9ce4-a822d4213bc6,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1087.002,Account Discovery: Domain Account
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1069.002,Domain Groups,attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used batch scripts to enumerate administrators and users in the domain.(Citation: US-CERT TA18-074A),relationship--c0a0d653-ff95-4c77-a129-c7f3398a56ca,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1069.002,Permission Groups Discovery: Domain Groups
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1583.001,Domains,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has registered domains for targeting intended victims.(Citation: CISA AA20-296A Berserk Bear December 2020),relationship--62478274-7562-414a-9b03-f155f5a0d80b,10-Dec-21,10-Dec-21,G0035,Dragonfly,T1583.001,Acquire Infrastructure: Domains
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1189,Drive-by Compromise,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has compromised targets via strategic web compromise (SWC) utilizing a custom exploit kit.(Citation: Secureworks IRON LIBERTY July 2019)(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021),relationship--5253d038-08a8-4d17-9549-bbcf67c37603,12-Aug-20,7-Dec-21,G0035,Dragonfly,T1189,Drive-by Compromise
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1608.004,Drive-by Target,attack-pattern--31fe0ba2-62fd-4fd9-9293-4043d84f7fe9,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has compromised websites to redirect traffic and to host exploit kits.(Citation: Gigamon Berserk Bear October 2021),relationship--461ddc5d-889d-4879-ade3-27ff78d7e442,7-Dec-21,7-Dec-21,G0035,Dragonfly,T1608.004,Stage Capabilities: Drive-by Target
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1190,Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,technique,"[Dragonfly](https://attack.mitre.org/groups/G0035) has conducted SQL injection attacks, exploited vulnerabilities CVE-2019-19781 and CVE-2020-0688 for Citrix and MS Exchange, and CVE-2018-13379 for Fortinet VPNs.(Citation: CISA AA20-296A Berserk Bear December 2020)",relationship--d06cd799-f61b-460e-a287-e58e8ff39022,10-Dec-21,18-Apr-22,G0035,Dragonfly,T1190,Exploit Public-Facing Application
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1203,Exploitation for Client Execution,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has exploited CVE-2011-0611 in Adobe Flash Player to gain execution on a targeted system.(Citation: Gigamon Berserk Bear October 2021),relationship--2ecdcdb3-6aa2-4888-921f-e9506ebbd00c,7-Dec-21,7-Dec-21,G0035,Dragonfly,T1203,Exploitation for Client Execution
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1210,Exploitation of Remote Services,attack-pattern--9db0cf3a-a3c9-4012-8268-123b9db6fd82,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has exploited a Windows Netlogon vulnerability (CVE-2020-1472) to obtain access to Windows Active Directory servers.(Citation: CISA AA20-296A Berserk Bear December 2020),relationship--f2aa88d9-852b-4932-9881-d9c6f5d89779,10-Dec-21,18-Apr-22,G0035,Dragonfly,T1210,Exploitation of Remote Services
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1133,External Remote Services,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used VPNs and Outlook Web Access (OWA) to maintain access to victim networks.(Citation: US-CERT TA18-074A)(Citation: CISA AA20-296A Berserk Bear December 2020),relationship--cc6b3d5d-f77d-4c83-b484-1f2516133950,6-Dec-21,10-Dec-21,G0035,Dragonfly,T1133,External Remote Services
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1070.004,File Deletion,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,technique,"[Dragonfly](https://attack.mitre.org/groups/G0035) has deleted many of its files used during operations as part of cleanup, including removing applications and deleting screenshots.(Citation: US-CERT TA18-074A)",relationship--71de7fd6-177c-4964-9f2b-eec22937fded,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1070.004,Indicator Removal: File Deletion
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1071.002,File Transfer Protocols,attack-pattern--9a60a291-8960-4387-8a4a-2ab5c18bb50b,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used SMB for C2.(Citation: US-CERT TA18-074A),relationship--bac1d1a4-14f7-4f68-8035-e322e94f92c9,6-Dec-21,1-Oct-23,G0035,Dragonfly,T1071.002,Application Layer Protocol: File Transfer Protocols
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1083,File and Directory Discovery,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used a batch script to gather folder and file names from victim hosts.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021)(Citation: CISA AA20-296A Berserk Bear December 2020),relationship--21382ce2-a504-4adf-81d2-dc1306285553,6-Dec-21,6-Apr-22,G0035,Dragonfly,T1083,File and Directory Discovery
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1187,Forced Authentication,attack-pattern--b77cf5f3-6060-475d-bd60-40ccbf28fdc2,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has gathered hashed user credentials over SMB using spearphishing attachments with external resource links and by modifying .LNK file icon resources to collect credentials from virtualized systems.(Citation: US-CERT TA18-074A)(Citation: Gigamon Berserk Bear October 2021),relationship--db7707d7-5334-47b3-b203-0ee4fcbae5e9,6-Dec-21,8-Dec-21,G0035,Dragonfly,T1187,Forced Authentication
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1564.002,Hidden Users,attack-pattern--8c4aef43-48d5-49aa-b2af-c0cd58d30c3d,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has modified the Registry to hide created user accounts.(Citation: US-CERT TA18-074A),relationship--0ec90a7b-2ba7-4d7e-ac41-c5fdcf9e8046,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1564.002,Hide Artifacts: Hidden Users
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has copied and installed tools for operations once in the victim environment.(Citation: US-CERT TA18-074A),relationship--cb54c094-5614-4d45-ab13-c00ab2cdb114,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1105,Ingress Tool Transfer
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1003.004,LSA Secrets,attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes.(Citation: US-CERT TA18-074A)(Citation: Core Security Impacket),relationship--cd849a7c-f63a-4157-b4c9-9385115da08a,6-Dec-21,6-Feb-23,G0035,Dragonfly,T1003.004,OS Credential Dumping: LSA Secrets
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1136.001,Local Account,attack-pattern--635cbe30-392d-4e27-978e-66774357c762,technique,"[Dragonfly](https://attack.mitre.org/groups/G0035) has created accounts on victims, including administrator accounts, some of which appeared to be tailored to each individual staging target.(Citation: US-CERT TA18-074A)",relationship--23df34a9-9705-4efa-9f8f-90f4bcb1a310,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1136.001,Create Account: Local Account
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1074.001,Local Data Staging,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c,technique,"[Dragonfly](https://attack.mitre.org/groups/G0035) has created a directory named ""out"" in the user's %AppData% folder and copied files to it.(Citation: US-CERT TA18-074A)",relationship--e15a2065-49a7-435f-b9ad-b45c4906aa74,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1074.001,Data Staged: Local Data Staging
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used various forms of spearphishing in attempts to get users to open malicious attachments.(Citation: Gigamon Berserk Bear October 2021),relationship--14dbc3a9-5e47-454a-805c-b8e22659362f,7-Dec-21,7-Dec-21,G0035,Dragonfly,T1204.002,User Execution: Malicious File
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1036,Masquerading,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has created accounts disguised as legitimate backup and service accounts as well as an email administration account.(Citation: US-CERT TA18-074A),relationship--a0d99ee4-f154-42a0-8984-8e76d3e155c9,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1036,Masquerading
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1112,Modify Registry,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has modified the Registry to perform multiple techniques through the use of [Reg](https://attack.mitre.org/software/S0075).(Citation: US-CERT TA18-074A),relationship--99c360a2-7395-46e4-88fc-dbd757bed5bf,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1112,Modify Registry
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1003.003,NTDS,attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed SecretsDump to dump password hashes. They also obtained ntds.dit from domain controllers.(Citation: US-CERT TA18-074A)(Citation: Core Security Impacket),relationship--a291d185-31c8-4458-a3fc-9af617af28d9,6-Dec-21,6-Feb-23,G0035,Dragonfly,T1003.003,OS Credential Dumping: NTDS
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1135,Network Share Discovery,attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,technique,"[Dragonfly](https://attack.mitre.org/groups/G0035) has identified and browsed file servers in the victim network, sometimes , viewing files pertaining to ICS or Supervisory Control and Data Acquisition (SCADA) systems.(Citation: US-CERT TA18-074A)",relationship--d2f19ee3-8e1c-46e4-b803-e8b3fa36f62e,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1135,Network Share Discovery
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1110.002,Password Cracking,attack-pattern--1d24cdee-9ea2-4189-b08e-af110bf2435d,technique,"[Dragonfly](https://attack.mitre.org/groups/G0035) has dropped and executed tools used for password cracking, including Hydra and [CrackMapExec](https://attack.mitre.org/software/S0488).(Citation: US-CERT TA18-074A)(Citation: Kali Hydra)",relationship--3e4e4075-1731-47b5-b95f-7e0b916556d5,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1110.002,Brute Force: Password Cracking
G0035,Dragonfly,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,[Dragonfly](https://attack.mitre.org/groups/G0035) has used PowerShell scripts for execution.(Citation: US-CERT TA18-074A)(Citation: Symantec Dragonfly Sept 2017),relationship--f24cbdeb-cf7b-43d9-87b0-9ab10ba74b60,6-Dec-21,6-Dec-21,G0035,Dragonfly,T1059.001,Command and Scripting Interpreter: PowerShell
